url,status,title
"https://github.com/topics/platform-engineering","200","platform-engineering · GitHub Topics · GitHub"
"https://github.com/topics/gitops","200","gitops · GitHub Topics · GitHub"
"https://github.com/search?q=argocd+applicationset+monorepo&type=code","200","Code search results · GitHub"
